age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
81,admin.,married,secondary,no,5249.48,yes,no,cellular,26,apr,421,4,150,0,nonexistent,no
41,technician,married,secondary,no,-1156.68,no,no,cellular,23,jan,340,2,-1,0,nonexistent,no
75,technician,married,secondary,no,2364.7,yes,yes,cellular,4,may,220,2,-1,2,nonexistent,no
32,blue-collar,divorced,secondary,no,-3241.89,no,no,cellular,3,oct,54,4,-1,0,nonexistent,no
29,blue-collar,married,secondary,no,5965.37,no,no,cellular,16,feb,338,2,272,0,failure,yes
74,blue-collar,single,secondary,no,2072.69,yes,no,telephone,12,oct,189,1,-1,0,success,yes
85,retired,married,secondary,no,5446.32,yes,yes,cellular,20,nov,74,2,-1,1,nonexistent,yes
79,self-employed,married,primary,no,1071.93,yes,no,cellular,26,aug,414,4,314,0,nonexistent,no
72,services,married,tertiary,no,-4168.8,yes,no,cellular,10,nov,197,2,105,2,nonexistent,no
35,technician,divorced,secondary,no,9312.1,no,no,cellular,23,apr,264,3,90,1,nonexistent,yes
83,blue-collar,married,primary,no,1793.27,yes,no,cellular,10,aug,574,1,75,1,nonexistent,no
66,services,married,secondary,no,-1600.63,yes,yes,cellular,7,sep,316,1,-1,0,nonexistent,no
30,retired,single,secondary,no,4837.29,yes,yes,unknown,28,sep,392,2,47,1,nonexistent,yes
27,blue-collar,single,secondary,no,7507.57,yes,no,unknown,8,sep,251,3,164,1,nonexistent,no
80,technician,single,secondary,no,792.69,no,no,cellular,5,mar,449,4,-1,0,nonexistent,no
37,admin.,married,secondary,no,1102.27,no,no,cellular,17,nov,92,2,354,0,nonexistent,no
73,services,married,tertiary,no,2114.14,no,no,unknown,17,sep,54,4,105,1,nonexistent,no
27,services,single,primary,no,-1932.91,no,no,cellular,14,feb,82,5,269,1,nonexistent,no
38,technician,single,secondary,no,-672.0,no,yes,cellular,3,aug,178,3,-1,0,nonexistent,no
38,management,single,primary,no,6745.78,yes,no,telephone,4,nov,392,2,214,0,success,no
38,blue-collar,married,secondary,no,1003.38,no,no,cellular,22,jan,160,3,231,0,nonexistent,no
66,technician,married,secondary,no,-1112.67,yes,no,cellular,5,nov,384,4,-1,0,failure,no
83,technician,divorced,tertiary,no,43.87,yes,no,unknown,8,apr,274,5,-1,1,nonexistent,no
83,management,single,secondary,no,4618.47,no,no,cellular,23,apr,873,6,-1,0,nonexistent,yes
71,technician,married,secondary,no,-4527.69,no,no,telephone,10,jun,280,2,343,0,failure,no
32,blue-collar,divorced,secondary,no,2163.95,no,no,cellular,10,sep,146,3,346,2,nonexistent,no
87,retired,married,secondary,no,8786.66,yes,no,cellular,26,feb,356,4,-1,0,nonexistent,yes
57,technician,married,tertiary,no,7493.19,no,no,unknown,23,apr,259,6,-1,0,other,no
57,blue-collar,married,primary,no,3119.61,yes,no,unknown,20,oct,92,5,-1,0,success,no
68,management,single,secondary,no,5349.33,yes,no,unknown,6,mar,218,3,-1,1,success,yes
73,unemployed,married,secondary,no,5320.48,no,no,cellular,8,may,214,4,-1,1,nonexistent,yes
86,technician,married,tertiary,no,1022.44,yes,no,unknown,17,aug,224,2,164,0,nonexistent,no
59,technician,single,secondary,no,4174.38,no,yes,cellular,24,apr,98,5,-1,2,nonexistent,no
61,housemaid,married,tertiary,no,6765.75,no,no,cellular,15,jan,790,4,103,2,nonexistent,yes
71,unknown,divorced,unknown,no,-2391.29,no,no,telephone,21,jul,60,1,-1,1,nonexistent,no
36,blue-collar,married,tertiary,no,3129.95,yes,no,cellular,10,feb,581,4,116,2,failure,no
40,management,married,secondary,no,2484.43,yes,no,cellular,11,may,242,4,-1,0,nonexistent,no
63,management,single,tertiary,no,1709.49,no,no,telephone,18,aug,114,3,301,1,nonexistent,no
22,technician,single,primary,no,1443.9,no,yes,unknown,16,sep,708,5,-1,0,nonexistent,no
41,technician,married,tertiary,no,2095.01,yes,no,cellular,4,dec,11,3,-1,0,nonexistent,no
69,services,single,secondary,no,2346.72,yes,yes,cellular,11,nov,113,2,11,0,success,no
88,self-employed,divorced,secondary,no,4755.85,yes,no,cellular,24,jan,207,2,34,0,nonexistent,no
55,management,single,secondary,no,2829.54,no,no,cellular,15,jun,127,4,-1,0,nonexistent,no
46,management,single,tertiary,no,866.37,yes,no,cellular,21,jan,226,4,254,0,nonexistent,no
49,management,married,tertiary,no,-1119.76,no,no,cellular,24,oct,371,2,-1,0,nonexistent,yes
67,admin.,married,secondary,no,-17.33,yes,no,cellular,9,jan,76,1,-1,1,nonexistent,no
57,management,married,secondary,no,2183.5,yes,no,cellular,7,oct,291,4,-1,3,nonexistent,no
19,technician,married,tertiary,no,-718.21,no,no,unknown,17,jan,397,3,56,2,nonexistent,no
56,services,single,tertiary,no,4237.63,no,yes,unknown,14,feb,85,3,232,1,failure,no
46,technician,married,tertiary,no,2690.17,yes,no,cellular,26,dec,274,4,-1,0,other,no
68,housemaid,married,secondary,no,4830.58,yes,no,cellular,6,mar,213,3,-1,0,nonexistent,yes
81,management,married,secondary,no,-516.46,no,no,telephone,12,jun,102,1,-1,0,nonexistent,no
87,admin.,married,tertiary,no,-1093.2,yes,no,cellular,2,jul,111,2,-1,1,nonexistent,no
61,housemaid,married,secondary,no,4808.17,yes,no,unknown,11,sep,112,2,270,1,failure,no
44,management,single,secondary,no,1789.86,no,no,cellular,17,dec,165,2,320,1,failure,no
49,blue-collar,married,primary,no,792.45,yes,no,telephone,23,may,167,2,-1,0,nonexistent,no
30,admin.,married,secondary,no,3495.98,no,no,cellular,24,aug,596,3,-1,0,nonexistent,no
85,services,married,tertiary,no,3384.35,yes,no,unknown,1,dec,307,3,-1,0,nonexistent,yes
79,management,single,secondary,no,-2367.29,no,no,unknown,25,feb,314,4,-1,1,nonexistent,yes
79,management,married,secondary,no,5553.94,no,no,cellular,20,jun,264,3,128,0,nonexistent,no
41,blue-collar,married,primary,no,168.78,no,no,unknown,6,apr,280,2,143,0,failure,no
41,management,married,tertiary,no,6500.05,no,yes,cellular,7,dec,329,7,-1,0,nonexistent,yes
79,management,married,tertiary,no,-2600.65,no,no,cellular,22,aug,90,1,50,0,nonexistent,yes
57,management,divorced,secondary,no,2352.2,yes,no,unknown,20,aug,220,4,231,3,failure,no
68,retired,single,tertiary,no,843.14,yes,no,cellular,6,mar,115,2,-1,1,nonexistent,no
53,admin.,divorced,primary,no,-4525.7,yes,no,cellular,13,dec,467,5,-1,0,nonexistent,no
49,technician,single,tertiary,no,3374.62,no,no,cellular,25,jan,153,3,172,2,failure,no
63,admin.,married,tertiary,no,-4371.81,yes,no,cellular,1,jun,332,6,240,0,nonexistent,no
76,management,married,primary,no,525.0,yes,no,cellular,15,sep,376,2,133,0,nonexistent,no
42,blue-collar,married,unknown,no,4712.83,yes,no,cellular,25,nov,294,2,-1,0,nonexistent,no
76,management,married,primary,no,-190.11,no,no,cellular,1,apr,271,3,312,1,nonexistent,yes
35,blue-collar,married,secondary,no,-1311.2,yes,no,cellular,16,may,241,4,-1,0,nonexistent,no
47,technician,married,secondary,no,3801.07,yes,no,cellular,16,jan,389,5,142,0,nonexistent,no
83,housemaid,married,tertiary,no,651.45,no,no,telephone,9,aug,123,2,-1,1,nonexistent,no
86,self-employed,married,primary,no,184.82,no,no,unknown,16,mar,311,3,-1,0,nonexistent,no
84,blue-collar,single,primary,no,5224.98,no,no,cellular,20,aug,43,3,-1,0,nonexistent,no
40,admin.,single,secondary,no,-2101.84,yes,no,cellular,8,feb,147,5,-1,0,nonexistent,no
78,management,divorced,unknown,no,21.18,no,yes,cellular,14,jun,163,5,309,1,nonexistent,no
85,management,married,secondary,no,3999.34,yes,yes,cellular,16,jun,66,3,-1,0,nonexistent,yes
88,management,married,secondary,no,-2295.84,yes,no,cellular,1,jul,272,2,-1,0,success,no
19,unknown,divorced,secondary,no,6726.04,yes,no,cellular,6,apr,130,4,246,2,nonexistent,no
71,services,single,tertiary,no,749.46,yes,no,telephone,19,mar,532,2,384,0,nonexistent,yes
89,unknown,married,secondary,no,4023.58,no,no,unknown,14,oct,199,6,35,0,nonexistent,no
73,blue-collar,married,secondary,no,4017.31,yes,no,cellular,28,nov,370,3,-1,0,nonexistent,no
34,technician,married,unknown,no,943.14,no,no,cellular,24,apr,474,5,173,0,failure,no
72,retired,divorced,secondary,no,-37.04,no,no,unknown,7,jun,338,2,-1,0,nonexistent,no
25,retired,single,secondary,no,1271.11,yes,yes,unknown,28,feb,177,2,-1,1,failure,no
52,unknown,married,tertiary,no,3538.05,yes,no,cellular,25,feb,240,2,-1,0,nonexistent,no
63,services,married,secondary,no,-1559.27,no,no,cellular,12,may,67,3,236,1,nonexistent,no
50,technician,married,secondary,no,-2209.78,yes,no,cellular,18,sep,374,3,118,0,nonexistent,no
68,services,married,secondary,no,5852.61,yes,no,cellular,8,sep,896,2,-1,0,nonexistent,yes
35,blue-collar,single,tertiary,no,-804.57,yes,no,telephone,3,sep,448,1,14,0,success,yes
61,services,married,tertiary,no,2462.25,yes,no,cellular,7,feb,171,4,-1,0,nonexistent,no
64,management,married,secondary,no,793.39,yes,no,cellular,21,jan,184,4,-1,0,nonexistent,no
63,technician,married,secondary,no,926.4,no,no,cellular,16,apr,461,4,-1,0,nonexistent,yes
38,technician,divorced,secondary,no,5691.17,yes,no,cellular,13,apr,78,1,-1,1,nonexistent,no
39,admin.,married,primary,no,1144.49,yes,no,unknown,14,jul,136,1,50,0,other,no
36,blue-collar,married,secondary,no,329.52,no,no,cellular,23,aug,146,5,297,1,success,no
51,admin.,single,primary,no,590.85,no,no,unknown,20,mar,40,3,283,1,nonexistent,no
60,management,single,primary,no,-110.38,no,no,telephone,18,oct,322,4,-1,1,nonexistent,no
44,admin.,single,tertiary,no,-610.27,yes,no,telephone,15,sep,173,3,-1,1,success,no
47,services,single,primary,no,-98.34,no,yes,cellular,1,apr,174,2,-1,0,nonexistent,no
38,retired,married,primary,no,6389.63,yes,no,cellular,10,aug,263,4,-1,2,nonexistent,no
33,technician,divorced,secondary,no,3534.47,yes,yes,cellular,4,apr,57,2,-1,2,failure,no
65,blue-collar,divorced,secondary,no,364.41,no,yes,cellular,22,jan,223,2,-1,0,nonexistent,no
76,management,married,primary,no,4344.97,yes,no,cellular,10,sep,56,3,-1,1,nonexistent,no
38,admin.,single,primary,no,-3361.58,no,no,cellular,7,feb,322,4,124,0,nonexistent,yes
79,technician,married,secondary,no,5527.04,no,no,unknown,14,mar,503,4,101,1,nonexistent,no
59,blue-collar,married,secondary,no,5285.47,yes,no,telephone,14,apr,373,1,-1,1,nonexistent,no
30,admin.,married,tertiary,no,8109.0,yes,no,unknown,27,nov,148,3,-1,1,nonexistent,no
44,blue-collar,married,tertiary,no,4434.65,yes,no,unknown,6,aug,344,3,273,3,nonexistent,no
18,technician,divorced,tertiary,no,2711.7,yes,no,telephone,24,oct,194,2,-1,0,success,yes
20,admin.,married,secondary,no,5273.42,no,no,cellular,7,nov,252,3,346,0,failure,no
42,retired,married,tertiary,no,-477.43,no,no,cellular,23,nov,331,4,253,0,success,no
50,student,married,secondary,no,213.75,no,no,telephone,16,aug,9,3,31,0,nonexistent,no
75,student,married,secondary,no,1207.27,no,no,unknown,16,may,45,1,-1,0,nonexistent,no
27,blue-collar,married,secondary,no,5506.64,yes,no,unknown,20,may,205,6,-1,2,nonexistent,no
78,admin.,married,secondary,no,-1167.64,yes,no,cellular,3,feb,121,1,298,1,nonexistent,yes
34,management,single,secondary,no,-1486.19,yes,yes,unknown,23,aug,228,3,358,1,nonexistent,no
27,blue-collar,divorced,primary,yes,2109.61,no,no,cellular,21,aug,258,1,104,0,nonexistent,no
68,services,married,tertiary,no,3552.59,yes,no,cellular,6,dec,149,2,-1,1,nonexistent,no
73,entrepreneur,divorced,primary,no,-709.24,yes,no,cellular,3,mar,180,4,-1,1,nonexistent,no
61,management,single,tertiary,no,3411.25,yes,no,cellular,21,oct,98,3,-1,0,nonexistent,no
26,admin.,single,tertiary,yes,5505.2,yes,no,cellular,3,apr,282,4,213,0,nonexistent,yes
26,retired,married,secondary,no,5001.39,no,no,telephone,17,jan,405,2,-1,1,nonexistent,yes
46,blue-collar,married,primary,no,2459.88,no,no,cellular,8,may,59,1,-1,1,nonexistent,no
50,services,single,secondary,no,1128.21,yes,no,unknown,21,dec,390,1,31,1,failure,no
89,admin.,married,secondary,no,6606.87,yes,yes,cellular,26,jun,309,2,234,0,nonexistent,yes
38,unknown,married,unknown,no,1446.21,yes,yes,cellular,24,mar,370,2,203,1,failure,no
31,services,single,tertiary,no,4221.06,yes,no,cellular,21,apr,511,2,378,2,nonexistent,yes
86,blue-collar,married,tertiary,no,7274.84,yes,no,cellular,18,sep,149,3,332,1,nonexistent,no
29,admin.,single,secondary,no,3905.8,no,no,cellular,3,apr,460,2,-1,1,nonexistent,yes
19,blue-collar,married,tertiary,no,-1591.27,no,no,cellular,27,mar,517,5,129,0,nonexistent,no
48,blue-collar,divorced,tertiary,no,-2317.07,no,yes,cellular,26,mar,66,3,-1,2,nonexistent,no
46,blue-collar,married,primary,no,507.11,no,no,cellular,2,jan,259,2,339,0,nonexistent,yes
62,technician,married,secondary,no,3528.5,yes,no,cellular,22,sep,252,3,288,0,success,yes
81,retired,single,primary,no,2734.36,no,no,cellular,3,apr,538,2,187,0,nonexistent,yes
85,blue-collar,married,secondary,no,8021.25,no,no,cellular,17,apr,1057,3,-1,0,nonexistent,yes
38,retired,divorced,tertiary,no,2705.17,yes,yes,cellular,7,apr,373,3,259,1,nonexistent,no
88,blue-collar,single,secondary,no,417.68,yes,no,cellular,4,sep,802,3,1,0,nonexistent,no
63,unknown,married,secondary,no,-2000.03,yes,yes,unknown,7,nov,127,2,223,0,nonexistent,yes
23,admin.,married,tertiary,no,4941.31,yes,no,cellular,9,sep,349,5,262,1,nonexistent,no
85,services,divorced,secondary,no,1381.82,yes,no,cellular,10,jul,225,3,-1,0,failure,no
27,technician,single,primary,no,-3118.42,yes,no,unknown,9,sep,327,5,-1,0,nonexistent,no
60,admin.,divorced,tertiary,no,1466.78,no,no,cellular,13,mar,378,3,-1,0,nonexistent,yes
74,blue-collar,married,tertiary,no,-1587.21,no,yes,unknown,18,nov,423,2,-1,0,nonexistent,no
35,housemaid,divorced,tertiary,no,123.09,no,no,telephone,13,aug,182,3,-1,0,nonexistent,no
37,technician,married,secondary,no,1418.58,no,no,telephone,17,dec,210,3,-1,1,nonexistent,no
52,management,single,unknown,no,-1315.53,no,no,unknown,11,apr,400,3,-1,0,nonexistent,no
81,services,married,tertiary,no,-62.87,yes,no,cellular,8,feb,295,4,-1,1,nonexistent,no
34,technician,married,tertiary,no,-832.36,yes,no,cellular,5,sep,138,3,-1,1,nonexistent,no
65,technician,divorced,secondary,no,-751.87,no,no,cellular,9,apr,214,4,-1,0,failure,no
50,management,divorced,secondary,no,-1624.06,no,yes,telephone,6,mar,483,3,-1,0,nonexistent,yes
26,management,married,tertiary,yes,-48.29,no,no,cellular,15,oct,106,3,222,1,nonexistent,yes
69,services,divorced,tertiary,no,-1284.1,yes,no,cellular,19,jul,232,1,-1,1,nonexistent,no
77,blue-collar,married,secondary,no,3159.75,no,no,unknown,24,oct,75,3,-1,1,nonexistent,no
59,technician,married,secondary,no,2002.4,yes,no,cellular,9,mar,512,1,-1,1,failure,yes
30,admin.,married,tertiary,no,4984.15,yes,no,cellular,4,jan,1092,2,-1,0,nonexistent,yes
29,blue-collar,married,secondary,no,7060.11,yes,no,cellular,23,may,606,1,243,1,nonexistent,yes
48,technician,married,secondary,no,3431.98,no,yes,cellular,21,dec,157,4,-1,1,nonexistent,no
54,entrepreneur,married,primary,no,2748.76,yes,no,cellular,9,aug,156,2,-1,2,failure,no
57,blue-collar,married,primary,no,3621.01,yes,no,cellular,28,nov,494,2,375,0,nonexistent,no
35,blue-collar,single,tertiary,no,2799.77,no,no,unknown,18,nov,453,4,-1,1,other,no
54,management,single,primary,no,1550.6,yes,no,cellular,21,nov,665,2,144,2,nonexistent,no
39,technician,single,primary,no,1312.02,no,no,cellular,10,jun,241,6,154,0,nonexistent,no
67,admin.,married,tertiary,no,-1665.01,yes,no,telephone,13,mar,93,2,55,1,success,yes
75,admin.,single,tertiary,no,3916.76,no,no,cellular,10,nov,245,1,-1,1,nonexistent,yes
64,management,married,primary,no,1306.12,yes,no,cellular,21,jul,218,2,159,1,nonexistent,yes
18,unemployed,single,secondary,no,5748.56,no,no,cellular,23,apr,945,2,312,0,nonexistent,yes
89,blue-collar,married,tertiary,no,4145.41,no,no,telephone,25,jun,381,3,329,0,nonexistent,no
19,unemployed,married,secondary,no,-477.85,yes,no,cellular,10,oct,45,3,180,2,nonexistent,no
89,technician,married,secondary,no,5140.07,no,no,unknown,22,may,392,4,363,1,nonexistent,no
20,blue-collar,single,secondary,no,-6282.23,no,no,unknown,20,oct,516,5,171,0,success,no
55,technician,divorced,secondary,no,7190.68,yes,no,cellular,1,mar,463,3,-1,3,nonexistent,no
25,services,single,tertiary,no,-2615.34,no,no,cellular,23,apr,444,3,-1,0,nonexistent,no
24,management,divorced,primary,no,2885.34,no,yes,unknown,4,feb,291,2,110,0,other,no
67,management,divorced,secondary,no,2682.25,yes,no,cellular,4,nov,210,6,-1,0,nonexistent,no
70,technician,married,secondary,no,4771.15,no,no,cellular,3,nov,88,3,93,0,nonexistent,no
26,technician,single,primary,no,413.91,yes,no,cellular,16,mar,695,3,244,2,nonexistent,no
88,student,married,primary,no,-5036.56,no,no,cellular,1,jul,357,3,-1,0,nonexistent,no
41,unknown,married,tertiary,no,418.14,no,no,unknown,15,oct,160,4,-1,0,nonexistent,no
40,management,married,secondary,no,742.51,yes,yes,cellular,21,aug,268,5,352,1,nonexistent,no
39,technician,divorced,secondary,no,-4747.58,yes,no,cellular,15,aug,89,5,20,0,nonexistent,no
51,technician,single,primary,no,1536.11,no,yes,cellular,8,apr,266,6,253,2,nonexistent,no
30,blue-collar,married,tertiary,no,-1827.55,no,no,cellular,10,jan,567,2,-1,0,nonexistent,no
48,admin.,married,secondary,no,3347.26,yes,no,unknown,21,dec,393,4,-1,0,nonexistent,no
33,management,married,tertiary,no,661.76,yes,no,cellular,10,nov,504,2,-1,1,nonexistent,no
21,technician,single,tertiary,no,7283.28,no,no,unknown,19,dec,478,5,-1,0,nonexistent,no
44,blue-collar,divorced,secondary,no,631.46,yes,no,cellular,20,jan,336,3,-1,0,nonexistent,no
66,services,married,tertiary,no,2691.17,no,no,unknown,15,sep,221,4,379,1,nonexistent,yes
72,admin.,married,primary,no,760.79,no,no,unknown,11,apr,185,5,-1,1,nonexistent,no
43,entrepreneur,married,unknown,no,-3469.8,no,yes,cellular,2,apr,663,6,-1,0,nonexistent,no
41,retired,married,unknown,no,785.86,yes,no,unknown,21,may,367,3,-1,1,failure,no
74,blue-collar,married,secondary,no,3660.24,no,yes,cellular,9,mar,347,2,268,1,other,no
67,technician,married,secondary,no,3205.97,no,yes,cellular,13,aug,365,4,-1,1,nonexistent,no
77,blue-collar,married,secondary,no,520.2,no,no,cellular,1,aug,200,4,-1,0,nonexistent,yes
83,technician,married,secondary,no,-2970.27,yes,no,cellular,21,dec,333,1,40,0,nonexistent,no
77,blue-collar,divorced,tertiary,no,3333.38,no,no,unknown,26,oct,147,6,298,0,nonexistent,yes
85,unknown,married,tertiary,no,2658.46,no,no,unknown,25,sep,172,2,-1,0,success,yes
47,retired,married,secondary,no,3930.23,no,no,cellular,9,dec,405,2,372,0,failure,no
46,admin.,single,tertiary,no,577.66,yes,yes,unknown,3,jun,357,1,330,0,failure,no
41,admin.,divorced,tertiary,no,-3653.12,yes,no,cellular,3,jan,414,4,-1,0,failure,no
34,admin.,married,secondary,no,3001.28,yes,no,cellular,11,nov,455,4,218,0,success,no
71,retired,married,secondary,no,1372.57,yes,no,unknown,1,may,202,2,32,0,success,no
69,technician,single,tertiary,no,5575.05,no,no,cellular,6,jun,252,2,-1,0,nonexistent,yes
75,management,married,tertiary,no,1486.2,no,no,unknown,18,may,392,4,-1,2,nonexistent,yes
30,management,single,unknown,no,1263.6,no,no,cellular,2,nov,133,3,333,0,nonexistent,no
53,retired,married,primary,no,2651.76,yes,no,cellular,18,may,11,3,116,0,nonexistent,no
33,management,married,secondary,no,-390.79,yes,no,cellular,25,sep,58,3,350,2,nonexistent,no
82,services,married,primary,no,-535.41,yes,no,cellular,28,sep,167,2,299,0,failure,yes
37,management,single,secondary,no,1106.31,yes,no,cellular,28,jul,205,1,375,0,nonexistent,no
28,services,married,secondary,no,-1361.22,no,no,cellular,9,jul,323,3,237,1,failure,no
59,unknown,married,tertiary,no,712.71,yes,no,cellular,19,jan,521,2,-1,0,nonexistent,no
81,entrepreneur,married,secondary,no,7218.68,yes,no,unknown,2,nov,214,1,147,0,nonexistent,no
83,admin.,single,tertiary,no,4527.9,no,no,cellular,7,may,156,6,-1,1,nonexistent,yes
24,blue-collar,married,secondary,no,2324.11,yes,no,cellular,22,mar,88,3,335,0,other,no
41,retired,single,secondary,no,6055.03,yes,no,cellular,6,mar,142,4,-1,0,failure,yes
29,entrepreneur,single,tertiary,no,-1074.69,yes,no,cellular,9,may,140,4,-1,0,nonexistent,yes
40,unemployed,married,tertiary,no,8871.32,yes,no,cellular,12,aug,278,2,284,1,nonexistent,no
56,self-employed,divorced,secondary,no,18.49,no,no,cellular,10,jul,141,2,-1,1,success,no
38,management,divorced,tertiary,no,7411.42,yes,no,cellular,21,nov,197,4,-1,1,nonexistent,no
22,technician,married,secondary,no,7398.21,no,no,unknown,26,oct,181,3,-1,0,nonexistent,no
54,blue-collar,married,secondary,no,-3859.69,yes,no,cellular,16,may,257,1,-1,0,nonexistent,no
21,technician,married,secondary,no,5801.28,yes,yes,cellular,17,oct,378,2,-1,0,nonexistent,yes
34,admin.,married,tertiary,no,548.27,no,no,telephone,21,sep,332,7,-1,2,success,yes
18,retired,married,secondary,no,-303.91,yes,no,cellular,12,nov,120,2,222,0,failure,no
24,unemployed,divorced,tertiary,no,2973.91,yes,no,cellular,13,jan,164,3,-1,0,nonexistent,no
49,technician,single,secondary,no,-1623.75,yes,no,cellular,27,jul,428,4,-1,0,nonexistent,yes
79,technician,married,secondary,no,2905.99,yes,no,cellular,11,aug,500,3,162,0,nonexistent,no
73,housemaid,married,tertiary,no,-1422.38,yes,no,unknown,8,mar,77,3,-1,0,nonexistent,no
25,technician,married,secondary,no,1931.24,no,no,cellular,1,aug,67,1,-1,2,nonexistent,no
20,retired,married,secondary,no,5406.09,yes,no,unknown,1,sep,677,4,-1,0,nonexistent,yes
42,retired,married,primary,no,2559.55,yes,no,cellular,22,feb,89,1,-1,1,nonexistent,no
64,admin.,divorced,secondary,no,320.63,yes,yes,telephone,7,dec,132,2,177,0,nonexistent,no
71,blue-collar,single,secondary,no,3024.23,yes,no,cellular,21,dec,201,2,301,0,nonexistent,no
77,retired,married,secondary,no,-2819.44,no,no,unknown,2,apr,127,2,-1,0,nonexistent,no
42,admin.,single,secondary,no,-1116.58,no,no,cellular,23,mar,134,2,333,0,nonexistent,no
30,student,married,primary,no,109.19,no,no,cellular,12,mar,134,2,380,0,nonexistent,no
19,technician,single,secondary,no,3760.55,yes,no,cellular,23,jan,277,2,357,0,nonexistent,no
28,technician,married,secondary,no,2617.4,yes,no,unknown,24,jan,55,2,-1,1,nonexistent,no
22,admin.,married,secondary,no,3005.5,no,no,cellular,16,apr,429,2,-1,1,success,yes
79,unemployed,single,secondary,no,1317.85,yes,no,cellular,28,aug,67,4,379,0,nonexistent,no
37,admin.,married,tertiary,no,-964.3,yes,no,unknown,27,sep,627,1,313,0,nonexistent,no
77,management,married,secondary,no,5864.35,yes,no,unknown,20,jul,169,2,-1,1,nonexistent,no
57,technician,married,primary,no,-693.38,yes,no,telephone,14,aug,157,2,266,0,nonexistent,no
56,admin.,single,secondary,no,2657.12,no,no,cellular,26,feb,43,2,216,1,nonexistent,no
50,admin.,single,primary,no,1063.69,no,no,cellular,28,dec,38,3,204,0,nonexistent,no
76,admin.,married,secondary,no,3088.98,no,no,unknown,12,mar,235,3,-1,0,nonexistent,yes
21,management,married,tertiary,no,-416.46,yes,no,cellular,10,may,42,4,-1,0,other,no
24,technician,single,secondary,no,4558.03,no,yes,unknown,9,aug,130,6,125,0,nonexistent,no
48,blue-collar,married,secondary,no,5534.83,no,no,cellular,27,feb,364,1,11,0,nonexistent,no
46,blue-collar,married,tertiary,no,4373.97,no,no,unknown,5,jun,272,3,76,0,nonexistent,no
57,retired,single,primary,no,1872.88,yes,yes,cellular,1,dec,187,1,-1,1,failure,yes
71,blue-collar,married,tertiary,yes,94.62,no,no,cellular,15,mar,252,1,76,0,failure,yes
60,services,single,tertiary,no,9866.34,yes,yes,unknown,27,aug,370,3,-1,1,nonexistent,yes
36,unemployed,married,secondary,no,-1574.87,no,no,unknown,10,aug,165,5,-1,1,nonexistent,no
41,technician,single,secondary,no,4043.69,no,no,unknown,15,jan,420,5,-1,0,nonexistent,no
72,technician,married,secondary,no,2398.35,no,no,cellular,4,jan,235,2,-1,1,nonexistent,no
32,management,married,tertiary,no,1212.39,no,no,cellular,23,feb,486,2,-1,0,nonexistent,no
54,technician,married,secondary,no,1955.49,yes,no,unknown,27,jan,250,3,174,1,nonexistent,no
56,blue-collar,divorced,tertiary,no,-130.65,no,no,cellular,18,jul,68,2,-1,0,nonexistent,no
72,admin.,divorced,secondary,no,2681.17,yes,no,cellular,4,apr,127,2,-1,1,nonexistent,yes
69,services,single,secondary,no,2350.47,no,no,cellular,3,aug,227,4,-1,0,nonexistent,no
51,admin.,married,secondary,no,9432.96,yes,no,cellular,21,apr,1058,4,227,0,nonexistent,yes
40,technician,married,secondary,no,4612.47,yes,no,cellular,4,may,119,2,-1,0,failure,no
44,services,single,secondary,no,2947.65,no,no,cellular,2,feb,895,3,-1,2,nonexistent,yes
47,unemployed,single,tertiary,no,3126.68,no,no,unknown,25,oct,449,3,-1,0,nonexistent,no
33,blue-collar,married,secondary,no,6918.61,yes,no,telephone,15,feb,464,2,290,1,nonexistent,no
63,management,divorced,tertiary,no,-1511.28,yes,no,cellular,17,nov,371,3,204,1,other,no
33,student,married,unknown,no,851.8,yes,no,cellular,19,mar,844,4,-1,0,failure,yes
64,blue-collar,married,primary,no,-4321.42,yes,no,cellular,10,dec,136,2,-1,0,other,no
72,retired,divorced,secondary,no,3076.32,yes,yes,unknown,7,sep,439,2,91,1,other,no
87,services,married,secondary,no,3944.52,no,no,unknown,15,oct,81,3,310,0,nonexistent,no
26,unknown,married,secondary,no,-1586.8,yes,no,cellular,3,oct,138,3,-1,0,failure,no
72,student,married,unknown,no,5705.24,yes,yes,unknown,9,jun,391,1,-1,2,nonexistent,yes
24,admin.,divorced,tertiary,no,-756.64,no,no,cellular,17,mar,471,2,345,0,nonexistent,yes
42,management,married,tertiary,no,372.6,yes,no,telephone,27,sep,322,1,388,0,nonexistent,no
30,retired,single,secondary,no,1758.7,yes,no,unknown,17,aug,35,4,-1,1,nonexistent,no
29,blue-collar,married,secondary,no,6182.59,yes,no,unknown,22,oct,116,2,154,1,success,no
30,management,married,secondary,no,-1174.59,yes,no,cellular,9,mar,68,2,-1,1,nonexistent,no
21,blue-collar,married,tertiary,no,2273.74,yes,no,cellular,2,oct,217,3,-1,0,nonexistent,yes
77,admin.,married,secondary,no,3724.51,no,no,cellular,11,nov,67,2,-1,0,failure,no
22,management,married,secondary,no,3105.41,yes,no,cellular,20,sep,142,1,322,0,nonexistent,no
46,blue-collar,married,primary,no,3216.2,no,yes,cellular,2,apr,139,3,228,0,nonexistent,no
68,retired,single,secondary,no,3684.5,no,no,cellular,25,mar,551,1,107,0,nonexistent,no
89,blue-collar,married,secondary,no,-264.17,no,no,cellular,9,feb,152,6,-1,1,failure,no
